genome,domain,phylum,class,order,family,genus,species,completeness,contamination,mag_size
EHA03138_bin.20,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,82.28,1.81,1934021
EHA03138_bin.4,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_A,g__Sutterella,s__Sutterella sp905215795,97.48,0.54,1644618
EHA03189_bin.31,d__Bacteria,p__Bacillota,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmoidaceae,g__Ureaplasma,s__,70.08,1.8,672393
EHA03161_bin.16,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__,86.53,2.56,2996250
EHA01595_bin.11,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium paraputrificum,99.19,1.612,3725538
EHA01589_bin.17,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,99.62,0.104,4669122
EHA03161_bin.70,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__,s__,97.08,3.94,1533176
EHA02637_bin.10,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__,s__,90.49,2.12,1407615
EHA02637_bin.70,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__Fusobacterium_A sp900555845,77.23,2.24,2608093
EHA03085_bin.3,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,83.73,2.91,3813447
EHA03189_bin.46,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__,51.8,1.26,723008
EHA03161_bin.82,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Pseudoflavonifractor_A,s__Pseudoflavonifractor_A merdipullorum,65.85,1.51,1765554
EHA03161_bin.84,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus,s__Butyricicoccus pullicaecorum,97.28,0.6,2142272
EHA03189_bin.1,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_G,s__,99.38,0.7,1359287
EHA03206_bin.17,d__Bacteria,p__Bacillota,c__Bacilli,o__Mycoplasmatales,f__UBA3375,g__UBA3375,s__,58.87,1.16,489997
EHA03189_bin.9,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter_D,s__,97.69,0.06,1312338
EHA03161_bin.106,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides thetaiotaomicron,60,5.73,3544005
EHA02637_bin.80,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia marmotae,99.95,0.09,1455777
EHA02637_bin.13,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__,99.91,0.27,2939468
EHA03130_bin.2,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Cardiobacteriales,f__Wohlfahrtiimonadaceae,g__,s__,61.9,6.91,1407550
EHA01709_bin.60,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola coprophilus,92.73,1.069,3140143
EHA03130_bin.4,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_E,s__,99.12,0.04,2434284
EHA03161_bin.14,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium butyricum,82.76,2.68,3581962
EHA03138_bin.36,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium septicum,93.93,0.3,3135374
EHA03161_bin.19,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_H,s__Clostridium_H haemolyticum,99.29,0.03,2439538
EHA03189_bin.45,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus amylovorus,54.83,2.35,1373364
EHA03189_bin.7,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,97.93,2.44,1970890
EHA03161_bin.62,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_AP,s__Clostridium_AP scindens,82.32,1.09,1945075
EHA03161_bin.12,d__Bacteria,p__Bacillota,c__Bacilli,o__Haloplasmatales,f__Turicibacteraceae,g__Turicibacter,s__,72.49,3.35,2389035
EHA02611_bin.53,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__,s__,66.03,5.64,1116267
EHA03161_bin.8,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__RGIG3102,s__,54.21,0.56,693882
EHA03189_bin.19,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerosphaera,s__,99.19,0.2,1863836
EHA03130_bin.6,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Tissierellales,f__Tissierellaceae,g__,s__,80.39,0.03,1220604
EHA03161_bin.94,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__,77.17,1.18,1770081
EHA01598_bin.4,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__,s__,53.53,1.102,859429
EHA03189_bin.33,d__Bacteria,p__Bacillota,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmoidaceae,g__Ureaplasma,s__,77.72,0.01,711134
EHA03161_bin.47,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__,s__,92.24,0.6,1479071
EHA02637_bin.16,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Anaerotignaceae,g__Anaerotignum,s__Anaerotignum sp001304995,99.68,0.02,2579061
EHA03161_bin.107,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__,51.17,2.99,1257039
EHA03130_bin.12,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Tissierellales,f__,g__,s__,86.39,1.04,1214359
EHA03138_bin.22,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_H,s__Clostridium_H massiliodielmoense,86.15,0.8,2357334
EHA02611_bin.22,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerosphaera,s__,98.77,0.24,1354865
EHA02637_bin.67,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__,99.78,0.87,1571106
EHA03189_bin.11,d__Bacteria,p__Bacillota,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmoidaceae,g__RGIG1987,s__,78.22,1.75,751241
EHA02611_bin.39,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__,80.41,1.53,1153524
EHA03161_bin.77,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola plebeius_A,61.7,1.13,1982628
EHA02637_bin.63,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis,100,0.14,2032098
EHA03128_bin.12,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,53.74,9.99,1585039
EHA03189_bin.40,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__,s__,74.63,0.67,1910923
EHA03130_bin.11,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Tissierellales,f__Tissierellaceae,g__,s__,90.43,0.03,1449622
EHA03161_bin.34,d__Bacteria,p__Chlamydiota,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,g__Chlamydiifrater,s__,96.25,0.27,1144730
EHA03189_bin.14,d__Bacteria,p__Bacillota,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmoidaceae,g__Mycoplasma_L,s__,77.43,0.55,692823
EHA03161_bin.87,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__Fusobacterium_A sp018205345,74.94,9.33,1858889
EHA03130_bin.14,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Tissierellales,f__Tepidimicrobiaceae,g__,s__,91.86,2.97,2054510
EHA02611_bin.24,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__,s__,99.99,0.09,1323819
EHA02637_bin.50,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002353825,98.12,1.42,1992756
EHA03138_bin.37,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_G,s__,83.95,0.53,2389823
EHA03206_bin.9,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__,s__,100,0,1568065
EHA01595_bin.5,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,52.91,0.338,2174755
EHA02611_bin.33,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__,93.86,2.1,2591257
EHA03138_bin.27,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Tissierellales,f__,g__,s__,55.09,3.74,849286
EHA03161_bin.59,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Thomasclavelia,s__Thomasclavelia spiroformis,85.74,0.84,2448597
EHA01595_bin.2,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__,100,3.37,2316780
EHA03161_bin.11,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Plesiomonas,s__Plesiomonas shigelloides,83.66,3.81,3226307
EHA01666_bin.16,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__,68.1,2.923,1198117
EHA01595_bin.7,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__GCA-900066495,s__,84,6.572,1665645
EHA03130_bin.13,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Tissierellales,f__Tepidimicrobiaceae,g__,s__,68.74,0.78,1682530
EHA03085_bin.16,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides nordii,87.59,1.24,5140684
EHA03085_bin.10,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter_D,s__,99.56,0.01,1612933
